ReminderId, response
1230,1
1231,0
1232,0
1233,0
1234,1
1235,0
1236,0
1237,0
1238,0
1239,0
1240,1
1241,0
1242,0
1243,0
1244,0
1245,1
1246,1
1247,0
1248,1
1249,1
1250,1
1251,1
1252,1
1253,1
1254,1
1255,0
1256,0
1257,0
1258,0
1259,0
1260,0
1261,1
1262,1
1263,1
1264,1
1265,0
1266,0
1267,0
1268,0
1269,0
1270,1
1271,1
1272,0
1273,0
1274,0
1275,1
1276,0
1277,0
1278,0
1279,0
1280,0
1281,1
1282,0
1283,1
1284,1
1285,0
1286,0
1287,1
1288,1
1289,0
1290,0
1291,0
1292,1
1293,0
1294,0
1295,0
1296,0
1297,1
1298,1
1299,0
1300,0
1301,1
1302,0
1303,0
1304,1
1305,0
1306,0
1307,1
1308,1
1309,1
1310,1
1311,0
1312,0
1313,0
1314,1
1315,0
1316,1
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,1
1324,1
1325,0
1326,0
1327,1
1328,1
1329,1
1330,0
1331,0
1332,0
1333,1
1334,1
1335,1
1336,1
1337,1
1338,1
1339,1
1340,1
1341,0
1342,0
1343,0
1344,0
1345,0
1346,1
1347,1
1348,1
1349,0
1350,0
1351,1
1352,1
1353,1
1354,0
1355,1
1356,0
1357,0
1358,0
1359,0
1360,0
1361,0
1362,1
1363,0
1364,0
1365,0
1366,1
1367,0
1368,1
1369,0
1370,1
1371,1
1372,0
1373,0
1374,0
1375,0
1376,1
1377,0
1378,1
1379,1
1380,0
1381,0
1382,0
1383,1
1384,1
1385,0
1386,1
1387,0
1388,1
1389,1
1390,1
1391,1
1392,1
1393,0
1394,1
1395,0
1396,0
1397,1
1398,0
1399,0
1400,1
1401,1
1402,0
1403,0
1404,0
1405,0
1406,1
1407,0
1408,1
1409,1
1410,0
1411,1
1412,0
1413,0
1414,1
1415,1
1416,1
1417,0
1418,0
1419,1
1420,0
1421,0
1422,0
1423,0
1424,0
1425,0
1426,1
1427,1
1428,1
1429,1
1430,1
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,1
1439,0
1440,1
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,1
1448,1
1449,0
1450,1
1451,0
1452,0
1453,0
1454,1
1455,0
1456,1
1457,1
1458,1
1459,0
1460,1
1461,0
1462,1
1463,1
1464,1
1465,0
1466,1
1467,0
1468,1
1469,1
1470,0
1471,0
1472,0
1473,0
1474,1
1475,0
1476,0
1477,0
1478,1
1479,0
1480,0
1481,1
1482,1
1483,1
1484,0
1485,1
1486,0
1487,0
1488,1
1489,0
1490,0
1491,1
1492,1
1493,1
1494,0
1495,1
1496,0
1497,1
1498,1
1499,0
1500,1
1501,0
1502,1
1503,1
1504,0
1505,1
1506,1
1507,1
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,1
1516,0
1517,0
1518,1
1519,1
1520,0
1521,1
1522,1
1523,0
1524,1
1525,0
1526,0
1527,0
1528,0
1529,0
1530,1
1531,1
1532,1
1533,1
1534,0
1535,1
1536,0
1537,1
1538,0
1539,1
1540,0
1541,0
1542,1
1543,0
1544,0
1545,0
1546,1
1547,0
1548,0
1549,1
1550,1
1551,1
1552,0
1553,0
1554,0
1555,0
1556,1
1557,1
1558,1
1559,0
1560,1
1561,0
1562,1
1563,1
1564,0
1565,0
1566,0
1567,1
1568,1
1569,0
1570,1
1571,1
1572,1
1573,1
1574,1
1575,1
1576,0
1577,1
1578,0
1579,0
1580,1
1581,0
1582,1
1583,1
1584,0
1585,0
1586,1
1587,0
1588,0
1589,0
1590,1
1591,1
1592,0
1593,0
1594,1
1595,0
1596,0
1597,0
1598,1
1599,0
1600,0
1601,0
1602,1
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,1
1614,0
1615,1
1616,0
1617,0
1618,0
1619,0
1620,0
1621,0
1622,0
1623,1
1624,0
1625,0
1626,0
1627,0
1628,1
1629,0
1630,0
1631,1
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,1
1639,0
1640,1
1641,1
1642,0
1643,1
1644,1
1645,1
1646,1
1647,1
1648,0
1649,1
1650,1
1651,0
1652,1
1653,0
1654,1
1655,0
1656,0
1657,1
1658,1
1659,1
1660,0
1661,1
1662,0
1663,1
1664,1
1665,0
1666,0
1667,1
1668,1
1669,1
1670,0
1671,0
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,0
1679,1
1680,0
1681,1
1682,0
1683,0
1684,1
1685,0
1686,0
1687,1
1688,0
1689,0
1690,1
1691,0
1692,0
1693,1
1694,0
1695,0
1696,0
1697,0
1698,0
1699,0
1700,1
1701,0
1702,0
1703,1
1704,0
1705,0
1706,0
1707,1
1708,0
1709,1
1710,1
1711,1
1712,1
1713,0
1714,0
1715,1
1716,0
1717,1
1718,1
1719,0
1720,0
1721,0
1722,0
1723,0
1724,0
1725,0
1726,0
1727,1
1728,0
1729,0
1730,1
1731,1
1732,1
1733,0
1734,1
1735,0
1736,0
1737,1
1738,1
1739,0
1740,1
1741,0
1742,0
1743,1
1744,0
1745,1
1746,1
1747,0
1748,0
1749,0
1750,0
1751,1
1752,0
1753,0
1754,1
1755,0
1756,1
1757,0
1758,1
1759,1
1760,0
1761,0
1762,1
1763,1
1764,1
1765,0
1766,1
1767,1
1768,0
1769,0
1770,0
1771,1
1772,0
1773,0
1774,1
1775,0
1776,0
1777,0
1778,0
1779,1
1780,0
1781,1
1782,1
1783,0
1784,0
1785,0
1786,0
1787,0
1788,1
1789,0
1790,0
1791,1
1792,0
1793,0
1794,0
1795,1
1796,0
1797,1
1798,1
1799,0
1800,1
1801,1
1802,0
1803,1
1804,1
1805,1
1806,0
1807,1
1808,0
1809,0
1810,0
1811,1
1812,0
1813,1
1814,1
1815,0
1816,0
1817,0
1818,1
1819,0
1820,1
1821,0
1822,0
1823,0
1824,0
1825,1
1826,1
1827,1
1828,0
1829,1
1830,1
1831,1
1832,0
1833,0
1834,0
1835,0
1836,1
1837,1
1838,1
1839,1
1840,0
1841,0
1842,0
1843,0
1844,0
1845,0
1846,1
1847,1
1848,1
1849,0
1850,1
1851,1
1852,0
1853,0
1854,0
1855,0
1856,0
1857,0
1858,0
1859,0
1860,0
1861,1
1862,0
1863,1
1864,1
1865,1
1866,0
1867,1
1868,0
1869,0
1870,1
1871,1
1872,1
1873,1
1874,0
1875,1
1876,1
1877,1
1878,1
1879,0
1880,1
1881,0
1882,1
1883,1
1884,1
1885,1
1886,0
1887,1
1888,0
1889,1
1890,1
1891,0
1892,0
1893,1
1894,1
1895,0
1896,0
1897,0
1898,1
1899,0
1900,1
1901,1
1902,0
1903,1
1904,1
1905,1
1906,0
1907,1
1908,1
1909,1
1910,0
1911,0
1912,1
1913,1
1914,0
1915,0
1916,0
1917,0
1918,0
1919,1
1920,1
1921,1
1922,1
1923,1
1924,1
1925,0
1926,1
1927,1
1928,1
1929,0
1930,1
1931,0
1932,1
1933,0
1934,1
1935,0
1936,0
1937,1
1938,1
1939,0
1940,1
1941,1
1942,1
1943,0
1944,0
1945,1
1946,1
1947,0
1948,0
1949,1
1950,0
1951,1
1952,0
1953,1
1954,0
1955,0
1956,0
1957,0
1958,0
1959,1
1960,1
1961,0
1962,0
1963,1
1964,1
1965,0
1966,1
1967,1
1968,0
1969,0
1970,1
1971,0
1972,0
1973,1
1974,1
1975,0
1976,1
1977,1
1978,1
1979,1
1980,1
1981,0
1982,0
1983,1
1984,1
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,1
1993,1
1994,0
1995,0
1996,0
1997,1
1998,0
1999,1
2000,0
2001,1
2002,1
2003,0
2004,1
2005,0
2006,0
2007,0
2008,0
2009,1
2010,1
2011,1
2012,1
2013,0
2014,0
2015,1
2016,0
2017,1
2018,0
2019,0
2020,0
2021,0
2022,1
2023,0
2024,0
2025,0
2026,0
2027,0
2028,0
2029,1
2030,0
2031,1
2032,0
2033,1
2034,1
2035,0
2036,1
2037,0
2038,0
2039,0
2040,0
2041,1
2042,0
2043,0
2044,0
2045,0
2046,1
2047,0
2048,0
2049,1
2050,0
2051,0
2052,1
2053,1
2054,0
2055,0
2056,1
2057,0
2058,0
2059,0
2060,0
2061,0
2062,0
2063,0
2064,0
2065,0
2066,0
2067,0
2068,1
2069,0
2070,1
2071,0
2072,0
2073,0
2074,1
2075,0
2076,0
2077,1
2078,1
2079,0
2080,0
2081,0
2082,0
2083,0
2084,1
2085,0
2086,1
2087,0
2088,0
2089,0
2090,1
2091,1
2092,0
2093,0
2094,1
2095,0
2096,1
2097,1
2098,1
2099,0
2100,0
2101,1
2102,0
2103,0
2104,1
2105,1
2106,1
2107,1
2108,0
2109,1
2110,1
2111,1
2112,1
2113,1
2114,0
2115,0
2116,1
2117,0
2118,0
2119,1
2120,0
2121,0
2122,0
2123,0
2124,0
2125,0
2126,1
2127,0
2128,1
2129,1
2130,1
2131,0
2132,1
2133,0
2134,0
2135,0
2136,0
2137,0
2138,0
2139,0
2140,1
2141,0
2142,1
2143,0
2144,0
2145,0
2146,1
2147,1
2148,0
2149,1
2150,1
2151,1
2152,0
2153,0
2154,0
2155,0
2156,1
2157,0
2158,0
2159,0
2160,0
2161,0
2162,1
2163,0
2164,0
2165,1
2166,0
2167,0
2168,0
2169,1
2170,0
2171,1
2172,1
2173,1
2174,0
2175,1
2176,0
2177,1
2178,0
2179,0
2180,0
2181,0
2182,0
2183,0
2184,1
2185,0
2186,1
2187,0
2188,0
2189,1
2190,0
2191,1
2192,0
2193,0
2194,1
2195,0
2196,0
2197,0
2198,0
2199,0
2200,1
2201,1
2202,1
2203,0
2204,0
2205,1
2206,1
2207,1
2208,0
2209,0
2210,1
2211,0
2212,1
2213,0
2214,1
2215,0
2216,0
2217,0
2218,0
2219,0
2220,1
2221,1
2222,0
2223,1
2224,1
2225,1
2226,1
2227,1
2228,0
2229,0
2230,0
2231,1
2232,1
2233,1
2234,0
2235,0
2236,0
2237,1
2238,1
2239,1
2240,1
2241,0
2242,1
2243,0
2244,0
2245,1
2246,0
2247,1
2248,0
2249,0
2250,1
2251,0
2252,1
2253,0
2254,0
2255,1
2256,0
2257,0
2258,0
2259,0
2260,0
2261,0
2262,0
2263,1
2264,1
2265,0
2266,0
2267,0
2268,0
2269,0
2270,1
2271,0
2272,0
2273,0
2274,1
2275,0
2276,0
2277,0
2278,1
2279,1
2280,1
2281,0
2282,1
2283,1
2284,0
2285,1
2286,0
2287,1
2288,1
2289,1
2290,0
2291,0
2292,0
2293,1
2294,0
2295,0
2296,1
2297,0
2298,0
2299,1
2300,0
2301,0
2302,1
2303,1
2304,0
2305,1
2306,0
2307,0
2308,0
2309,1
2310,1
2311,0
2312,1
2313,1
2314,0
2315,0
2316,1
2317,0
2318,1
2319,0
2320,0
2321,1
2322,0
2323,1
2324,0
2325,1
2326,1
2327,1
2328,0
2329,1
2330,0
2331,0
2332,0
2333,0
2334,1
2335,0
2336,1
2337,0
2338,0
2339,1
2340,0
2341,0
2342,1
2343,1
2344,1
2345,0
2346,0
2347,1
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,1
2356,0
2357,1
2358,1
2359,1
2360,1
2361,1
2362,0
2363,0
2364,0
2365,0
2366,1
2367,1
2368,0
2369,0
2370,1
2371,0
2372,1
2373,1
2374,0
2375,0
2376,0
2377,0
2378,1
2379,0
2380,1
2381,0
2382,0
2383,1
2384,1
2385,0
2386,0
2387,0
2388,0
2389,0
2390,1
2391,1
2392,0
2393,1
2394,0
2395,0
2396,1
2397,0
2398,0
2399,0
2400,0
2401,0
2402,0
2403,0
2404,0
2405,1
2406,0
2407,0
2408,0
2409,1
2410,0
2411,1
2412,1
2413,0
2414,1
2415,0
2416,1
2417,0
2418,0
2419,1
2420,1
2421,0
2422,1
2423,1
2424,1
2425,0
2426,0
2427,1
2428,0
2429,0
2430,0
2431,1
2432,1
2433,0
2434,0
2435,0
2436,1
2437,0
2438,1
2439,0
2440,1
2441,1
2442,1
2443,1
2444,0
2445,0
2446,1
2447,1
2448,0
2449,0
2450,1
2451,1
2452,1
2453,0
2454,1
2455,0
2456,1
2457,1
2458,1
2459,1
2460,0
2461,1
2462,0
2463,0
2464,0
2465,1
2466,0
2467,1
2468,0
2469,0
2470,1
2471,0
2472,1
2473,0
2474,0
2475,1
2476,0
2477,0
2478,1
2479,0
2480,0
2481,1
2482,0
2483,1
2484,0
2485,0
2486,1
2487,1
2488,1
2489,1
2490,1
2491,0
2492,1
2493,1
2494,0
2495,1
2496,0
2497,0
2498,1
2499,1
2500,0
2501,0
2502,1
2503,0
2504,0
2505,1
2506,0
2507,0
2508,1
2509,1
2510,1
2511,1
2512,0
2513,1
2514,1
2515,0
2516,0
2517,1
2518,1
2519,1
2520,0
2521,0
2522,1
2523,1
2524,1
2525,0
2526,1
2527,0
2528,0
2529,1
2530,1
2531,1
2532,1
2533,1
2534,1
2535,0
2536,0
2537,0
2538,0
2539,1
2540,0
2541,0
2542,1
2543,1
2544,0
2545,0
2546,0
2547,1
2548,0
2549,1
2550,0
2551,0
2552,1
2553,1
2554,1
2555,1
2556,1
2557,0
2558,0
2559,0
2560,1
2561,1
2562,0
2563,1
2564,1
2565,1
2566,1
2567,0
2568,0
2569,0
2570,1
2571,0
2572,0
2573,0
2574,1
2575,1
2576,0
2577,0
2578,1
2579,0
2580,0
2581,0
2582,0
2583,1
2584,0
2585,0
2586,1
2587,0
2588,0
2589,0
2590,1
2591,0
2592,1
2593,0
2594,0
2595,1
2596,1
2597,0
2598,0
2599,1
2600,1
2601,1
2602,0
2603,0
2604,1
2605,1
2606,0
2607,0
2608,0
2609,0
2610,0
2611,1
2612,0
2613,0
2614,1
2615,1
2616,1
2617,0
2618,1
2619,0
2620,0
2621,0
2622,0
2623,1
2624,0
2625,1
2626,1
2627,0
2628,1
2629,1
2630,0
2631,0
2632,0
2633,0
2634,1
2635,0
2636,1
2637,0
2638,1
2639,1
2640,0
2641,1
2642,1
2643,0
2644,0
2645,1
2646,0
2647,1
2648,0
2649,0
2650,0
2651,1
2652,0
2653,0
2654,0
2655,1
2656,0
2657,1
2658,0
2659,0
2660,0
2661,0
2662,1
2663,0
2664,0
2665,1
2666,0
2667,0
2668,1
2669,0
2670,1
2671,1
2672,1
2673,0
2674,0
2675,1
2676,0
2677,1
2678,1
2679,0
2680,1
2681,1
2682,1
2683,0
2684,1
2685,1
2686,1
2687,1
2688,0
2689,0
2690,0
2691,0
2692,0
2693,0
2694,1
2695,1
2696,0
2697,0
2698,1
2699,0
2700,0
2701,1
2702,0
2703,0
2704,1
2705,0
2706,1
2707,1
2708,1
2709,0
2710,1
2711,1
2712,1
2713,0
2714,1
2715,1
2716,1
2717,1
2718,0
2719,0
2720,1
2721,1
2722,0
2723,1
2724,0
2725,0
2726,1
2727,0
2728,1
2729,1
2730,1
2731,1
2732,0
2733,1
2734,1
2735,0
2736,0
2737,0
2738,1
2739,0
2740,0
2741,1
2742,0
2743,1
2744,0
2745,0
2746,0
2747,1
2748,1
2749,1
2750,1
2751,1
2752,0
2753,1
2754,1
2755,1
2756,1
2757,0
2758,1
2759,1
2760,1
2761,1
2762,0
2763,0
2764,0
2765,0
2766,0
2767,0
2768,1
2769,0
2770,1
2771,1
2772,1
2773,1
2774,1
2775,1
2776,1
2777,1
2778,1
2779,0
2780,1
2781,0
2782,0
2783,1
2784,1
2785,1
2786,0
2787,1
2788,0
2789,0
2790,0
2791,0
2792,0
2793,1
2794,1
2795,0
2796,1
2797,0
2798,1
2799,1
2800,1
2801,1
2802,1
2803,0
2804,0
2805,1
2806,1
2807,1
2808,1
2809,1
2810,1
2811,0
2812,0
2813,1
2814,1
2815,1
2816,1
2817,0
2818,0
2819,1
2820,0
2821,1
2822,1
2823,0
2824,1
2825,0
2826,0
2827,1
2828,1
2829,1
2830,0
2831,1
2832,0
2833,1
2834,1
2835,0
2836,0
2837,1
2838,0
2839,0
2840,1
2841,1
2842,0
2843,1
2844,0
2845,0
2846,1
2847,0
2848,1
2849,0
2850,1
2851,0
2852,0
2853,1
2854,1
2855,1
2856,1
2857,1
2858,1
2859,0
2860,1
2861,0
2862,0
2863,0
2864,0
2865,1
2866,0
2867,1
2868,1
2869,1
2870,1
2871,0
2872,0
2873,0
2874,1
2875,1
2876,1
2877,1
2878,1
2879,1
2880,1
2881,0
2882,1
2883,1
2884,1
2885,0
2886,0
2887,0
2888,1
2889,0
2890,1
2891,1
2892,1
2893,1
2894,1
2895,0
2896,0
2897,1
2898,1
2899,0
2900,1
2901,0
2902,0
2903,1
2904,0
2905,1
2906,0
2907,0
2908,0
2909,0
2910,0
2911,0
2912,1
2913,0
2914,1
2915,1
2916,0
2917,0
2918,0
2919,1
2920,1
2921,1
2922,1
2923,1
2924,1
2925,0
2926,0
2927,0
2928,1
2929,0
2930,0
2931,1
2932,0
2933,0
2934,1
2935,0
2936,0
2937,1
2938,1
2939,0
2940,0
2941,1
2942,1
2943,0
2944,0
2945,1
2946,1
2947,0
2948,1
2949,0
2950,0
2951,0
2952,1
2953,0
2954,1
2955,0
2956,1
2957,1
2958,0
2959,1
2960,1
2961,0
2962,0
2963,0
2964,1
2965,0
2966,1
2967,0
2968,1
2969,0
2970,0
2971,0
2972,0
2973,1
2974,1
2975,1
2976,0
2977,1
2978,1
2979,0
2980,1
2981,0
2982,1
2983,1
2984,1
2985,0
2986,0
2987,0
2988,0
2989,0
2990,0
2991,1
2992,0
2993,0
2994,1
2995,0
